batch_id,plant,country,product,production_date,units_produced,units_rejected,production_time_hrs,delay_days,production_cost,quality_issue,reject_rate,cost_per_unit,quality_flag,critical_quality,critical_delay_prod,batch_risk_score
BCH000171,Plant_E,Brazil,Paracetamol 500mg,2023-08-06,83408,9290,20.2,2,105039.9,Contamination,0.11138020333780932,1.2593504220218683,1,1,0,3
BCH000172,Plant_B,USA,Amoxicillin 500mg,2023-11-11,22272,1142,8.7,2,24632.64,,0.05127514367816092,1.1059913793103449,0,1,0,2
BCH000173,Plant_A,Mexico,Omeprazole 20mg,2023-09-01,42821,2924,15.6,2,52805.9,,0.06828425305340838,1.2331776464818665,0,1,0,2
BCH000174,Plant_A,Mexico,Insulin Lispro,2023-12-19,79880,5495,27.2,2,100265.44,,0.06879068602904356,1.2552008012018028,0,1,0,2
BCH000175,Plant_C,Germany,Atorvastatin 20mg,2023-09-16,72212,33376,21.7,5,452104.26,Equipment failure,0.4621946490887941,6.260791281227497,1,1,1,5
BCH000176,Plant_B,USA,Aspirin 100mg,2023-11-02,29345,1676,13.2,5,33590.81,,0.05711364798091668,1.1446859771681717,0,1,1,4
BCH000177,Plant_C,Germany,Insulin Glargine,2023-11-18,226588,46689,17.8,0,1710277.68,Temperature deviation,0.20605239465461542,7.547962292795734,1,1,0,3
BCH000178,Plant_B,USA,Ibuprofen 400mg,2023-07-22,121661,6043,13.7,0,173852.16,,0.0496708065855122,1.4289884186386763,0,0,0,0
BCH000179,Plant_B,USA,Omeprazole 20mg,2023-12-26,36118,397,13.2,7,44907.83,,0.010991749266293815,1.24336425051221,0,0,1,2
BCH000180,Plant_E,Brazil,Ibuprofen 400mg,2023-08-04,103036,4479,13.5,3,127261.77,,0.04347024341007027,1.2351194728056214,0,0,1,2
BCH000181,Plant_F,France,Atorvastatin 20mg,2023-10-17,98580,8094,22.6,0,718252.3,Temperature deviation,0.08210590383444918,7.2859839724081965,1,1,0,3
BCH000182,Plant_A,Mexico,Ibuprofen 400mg,2023-10-11,172094,17562,10.5,4,198614.17,Equipment failure,0.10204888026311203,1.154102815902937,1,1,1,5
BCH000183,Plant_D,India,Insulin Glargine,2023-10-07,37785,3896,17.9,0,42468.81,Equipment failure,0.10310969961624983,1.123959507741167,1,1,0,3
BCH000184,Plant_D,India,Atorvastatin 20mg,2023-08-14,135659,6006,29.2,0,194696.01,,0.04427277217140035,1.4351868287397078,0,0,0,0
BCH000185,Plant_D,India,Omeprazole 20mg,2023-12-15,176971,1633,18.8,0,223977.08,,0.009227500550937724,1.2656145922213242,0,0,0,0
BCH000186,Plant_D,India,Metformin 850mg,2023-12-02,81466,6922,10.1,2,116428.63,Process deviation,0.08496796209461616,1.429168364716569,1,1,0,3
BCH000187,Plant_F,France,Aspirin 100mg,2023-07-04,76118,4247,28.8,2,569691.84,,0.05579494994613626,7.484324864026905,0,1,0,2
BCH000188,Plant_D,India,Losartan 50mg,2023-09-21,173165,7492,28.5,1,188912.51,,0.043265093985505154,1.0909393353160282,0,0,0,0
BCH000189,Plant_E,Brazil,Paracetamol 500mg,2023-08-28,100428,9490,10.3,0,132006.97,Temperature deviation,0.09449555900744812,1.314443880192775,1,1,0,3
BCH000190,Plant_B,USA,Losartan 50mg,2023-07-22,81249,9891,24.2,3,104333.94,Process deviation,0.12173688291548204,1.2841258353948972,1,1,1,5
BCH000191,Plant_D,India,Losartan 50mg,2023-08-17,108273,15129,25.6,3,146647.4,Contamination,0.13973012662436618,1.3544226169035678,1,1,1,5
BCH000192,Plant_C,Germany,Atorvastatin 20mg,2023-08-02,239571,21850,16.1,0,1553124.99,Equipment failure,0.09120469505908478,6.482942384512316,1,1,0,3
BCH000193,Plant_D,India,Atorvastatin 20mg,2023-10-09,102120,10504,13.0,0,124011.53,Contamination,0.10285938112025068,1.214370642381512,1,1,0,3
BCH000194,Plant_D,India,Insulin Glargine,2023-11-07,103510,14608,27.0,0,125942.99,Temperature deviation,0.14112646121147715,1.216722925321225,1,1,0,3
BCH000195,Plant_E,Brazil,Amoxicillin 500mg,2023-11-19,30755,4877,20.8,0,37631.09,Temperature deviation,0.15857584132661356,1.2235763290521866,1,1,0,3
BCH000196,Plant_B,USA,Aspirin 100mg,2023-09-02,168473,9836,8.4,2,239903.62,,0.05838324241866649,1.4239885322870727,0,1,0,2
BCH000197,Plant_C,Germany,Omeprazole 20mg,2023-08-14,196375,51831,15.7,0,1506618.51,Temperature deviation,0.26393889242520685,7.672150273711012,1,1,0,3
BCH000198,Plant_E,Brazil,Paracetamol 500mg,2023-09-17,235242,34223,19.9,0,322067.31,Equipment failure,0.14547997381419986,1.3690893207845538,1,1,0,3
BCH000199,Plant_F,France,Paracetamol 500mg,2023-07-14,159521,17315,12.0,0,971112.46,Temperature deviation,0.10854370270998803,6.087677860595156,1,1,0,3
BCH000200,Plant_A,Mexico,Aspirin 100mg,2023-11-11,73572,9197,13.6,0,94483.55,Process deviation,0.1250067960637199,1.2842324525634752,1,1,0,3
BCH000201,Plant_E,Brazil,Ibuprofen 400mg,2023-11-16,148052,2574,28.9,0,193642.32,,0.017385783373409344,1.3079345094966635,0,0,0,0
BCH000202,Plant_B,USA,Insulin Glargine,2023-10-11,135338,9912,17.0,0,175933.06,Process deviation,0.07323885383262646,1.2999531543247278,1,1,0,3
BCH000203,Plant_C,Germany,Paracetamol 500mg,2023-07-29,144426,28715,26.1,3,922285.92,Temperature deviation,0.19882154182764877,6.38587179593702,1,1,1,5
BCH000204,Plant_D,India,Metformin 850mg,2023-08-19,36440,5256,11.7,0,47050.56,Contamination,0.1442371020856202,1.291178924259056,1,1,0,3
BCH000205,Plant_C,Germany,Metformin 850mg,2023-11-29,83678,19568,21.4,0,594268.14,Process deviation,0.23384880135758504,7.10184445134922,1,1,0,3
BCH000206,Plant_F,France,Omeprazole 20mg,2023-08-01,50097,13617,11.0,0,389563.38,Temperature deviation,0.2718126833942152,7.77618180729385,1,1,0,3
BCH000207,Plant_E,Brazil,Omeprazole 20mg,2023-08-29,241262,7532,10.8,2,346657.83,,0.03121917251784367,1.4368521773010254,0,0,0,0
BCH000208,Plant_C,Germany,Amoxicillin 500mg,2023-10-31,162029,3657,27.7,0,974933.94,,0.022570033759388753,6.0170336174388535,0,0,0,0
BCH000209,Plant_A,Mexico,Omeprazole 20mg,2023-07-13,124012,29685,9.5,0,157106.03,Process deviation,0.23937199625842662,1.2668615134019288,1,1,0,3
BCH000210,Plant_C,Germany,Aspirin 100mg,2023-10-12,215624,21160,15.1,2,1485491.46,Equipment failure,0.09813378844655511,6.889267706748785,1,1,0,3
BCH000211,Plant_B,USA,Aspirin 100mg,2023-08-28,42398,650,20.4,0,46707.81,,0.015330911835463937,1.1016512571347705,0,0,0,0
BCH000212,Plant_E,Brazil,Amoxicillin 500mg,2023-07-10,153504,20637,24.6,0,190672.47,Contamination,0.13443949343339587,1.2421335600375234,1,1,0,3
BCH000213,Plant_C,Germany,Insulin Glargine,2023-10-26,39014,17800,11.4,0,258610.78,Temperature deviation,0.45624647562413495,6.628666119854411,1,1,0,3
BCH000214,Plant_B,USA,Amoxicillin 500mg,2023-08-27,180846,28351,10.8,0,244485.23,Temperature deviation,0.1567687424659655,1.3518973601849087,1,1,0,3
BCH000215,Plant_F,France,Omeprazole 20mg,2023-10-11,208322,42462,15.9,0,1325567.37,Contamination,0.20382868828064246,6.363069526982269,1,1,0,3
BCH000216,Plant_F,France,Omeprazole 20mg,2023-10-05,212630,5481,28.2,1,1457700.89,,0.02577717161266049,6.855574895358133,0,0,0,0
BCH000217,Plant_B,USA,Ibuprofen 400mg,2023-08-21,190083,17652,26.0,6,213252.58,Temperature deviation,0.09286469594861192,1.1218919103759937,1,1,1,5
BCH000218,Plant_D,India,Paracetamol 500mg,2023-11-24,67642,9902,9.8,3,80472.64,Contamination,0.1463883386061914,1.1896845155376836,1,1,1,5
BCH000219,Plant_C,Germany,Ibuprofen 400mg,2023-10-20,240452,18329,26.1,7,1707184.08,Equipment failure,0.07622727197112106,7.099895530085007,1,1,1,5
BCH000220,Plant_F,France,Insulin Glargine,2023-12-11,145932,20222,16.8,0,996716.12,Temperature deviation,0.13857138941424774,6.830003837403722,1,1,0,3
BCH000221,Plant_A,Mexico,Aspirin 100mg,2023-09-05,96553,7069,20.1,0,137754.24,Process deviation,0.07321367539071805,1.4267214897517424,1,1,0,3
BCH000222,Plant_E,Brazil,Aspirin 100mg,2023-08-13,188315,12649,22.1,0,210543.57,,0.06716937046969174,1.118039295860659,0,1,0,2
BCH000223,Plant_F,France,Omeprazole 20mg,2023-12-11,39508,13717,18.1,0,291272.14,Contamination,0.3471955047079073,7.372485066315683,1,1,0,3
BCH000224,Plant_F,France,Insulin Lispro,2023-08-03,168274,36357,14.7,0,1024233.46,Process deviation,0.21605833343237815,6.086700619228163,1,1,0,3
BCH000225,Plant_B,USA,Paracetamol 500mg,2023-11-20,61858,6763,21.5,8,84932.85,Process deviation,0.10933104853050535,1.3730293575608652,1,1,1,5
BCH000226,Plant_F,France,Paracetamol 500mg,2023-07-28,77640,33469,17.9,0,588424.1,Temperature deviation,0.43107934054611025,7.578878155589901,1,1,0,3
BCH000227,Plant_E,Brazil,Losartan 50mg,2023-09-27,147635,10087,8.2,2,200333.28,,0.06832390693263793,1.3569497747824026,0,1,0,2
BCH000228,Plant_B,USA,Insulin Lispro,2023-09-29,125687,11434,19.8,3,141945.81,Equipment failure,0.09097201779022493,1.1293595200776532,1,1,1,5
BCH000229,Plant_A,Mexico,Insulin Glargine,2023-09-15,198802,6731,18.7,4,221725.8,,0.033857808271546566,1.115309705133751,0,0,1,2
BCH000230,Plant_F,France,Ibuprofen 400mg,2023-09-09,153718,26851,18.1,0,1017494.6,Contamination,0.17467700594595298,6.619228717521695,1,1,0,3
BCH000231,Plant_F,France,Metformin 850mg,2023-10-29,81711,16333,17.6,0,587654.29,Equipment failure,0.19988740806011432,7.191862662309848,1,1,0,3
BCH000232,Plant_A,Mexico,Ibuprofen 400mg,2023-11-17,120093,16008,22.5,0,157248.88,Temperature deviation,0.13329669506132746,1.3093925541039029,1,1,0,3
BCH000233,Plant_D,India,Paracetamol 500mg,2023-11-11,230339,18530,24.2,1,261218.44,Equipment failure,0.08044664603041604,1.1340608407607917,1,1,0,3
BCH000234,Plant_F,France,Ibuprofen 400mg,2023-10-25,97839,41179,9.6,2,586110.84,Equipment failure,0.42088533202506156,5.990564498819489,1,1,0,3
BCH000235,Plant_F,France,Atorvastatin 20mg,2023-12-18,112967,7395,12.1,3,806547.4,,0.06546159497906469,7.1396726477643915,0,1,1,4
BCH000236,Plant_D,India,Metformin 850mg,2023-10-14,75958,10547,14.5,0,108500.66,Temperature deviation,0.13885305036994128,1.4284296584954843,1,1,0,3
BCH000237,Plant_D,India,Aspirin 100mg,2023-10-31,135231,12175,25.0,0,175990.25,Process deviation,0.09003113191501949,1.3014046335529574,1,1,0,3
BCH000238,Plant_F,France,Losartan 50mg,2023-10-24,117116,15410,29.6,3,752002.18,Equipment failure,0.13157894736842105,6.421002937258787,1,1,1,5
BCH000239,Plant_D,India,Aspirin 100mg,2023-11-25,97783,12817,15.4,2,110114.85,Equipment failure,0.13107595389791682,1.1261144575232915,1,1,0,3
BCH000240,Plant_A,Mexico,Amoxicillin 500mg,2023-10-19,91184,4615,10.7,6,106379.76,,0.05061194946481839,1.166649412177575,0,1,1,4
BCH000241,Plant_D,India,Metformin 850mg,2023-09-17,199128,18612,26.6,3,276806.48,Process deviation,0.0934675183801374,1.390093206379816,1,1,1,5
BCH000242,Plant_A,Mexico,Metformin 850mg,2023-09-15,71101,4633,25.1,4,95435.79,,0.065160827555168,1.3422566489922785,0,1,1,4
BCH000243,Plant_F,France,Omeprazole 20mg,2023-09-16,27695,1846,11.6,6,164347.36,,0.06665463079978336,5.934188842751398,0,1,1,4
BCH000244,Plant_E,Brazil,Metformin 850mg,2023-12-28,117645,13743,24.1,1,162662.22,Temperature deviation,0.11681754430702537,1.3826530664286625,1,1,0,3
BCH000245,Plant_A,Mexico,Amoxicillin 500mg,2023-10-16,109266,23352,27.2,1,145105.11,Equipment failure,0.21371698424029434,1.3279987370270714,1,1,0,3
BCH000246,Plant_C,Germany,Insulin Glargine,2023-07-05,174991,50670,24.0,0,1107872.18,Temperature deviation,0.289557748684218,6.3310237669365845,1,1,0,3
BCH000247,Plant_E,Brazil,Atorvastatin 20mg,2023-12-24,218091,39463,12.1,2,283901.0,Contamination,0.1809474026897029,1.3017547720905494,1,1,0,3
BCH000248,Plant_C,Germany,Insulin Lispro,2023-08-10,222112,84399,24.4,3,1314649.2,Temperature deviation,0.37998397205013684,5.918857153147961,1,1,1,5
BCH000249,Plant_F,France,Amoxicillin 500mg,2023-07-24,20908,1579,16.1,4,162932.95,Equipment failure,0.07552133154773293,7.792852018366176,1,1,1,5
BCH000250,Plant_F,France,Omeprazole 20mg,2023-07-30,215756,93299,23.3,0,1435772.59,Equipment failure,0.4324282986336417,6.654612571608669,1,1,0,3
BCH000251,Plant_B,USA,Aspirin 100mg,2023-11-29,116687,20495,9.4,0,153004.33,Contamination,0.17564081688619984,1.3112371558099873,1,1,0,3
BCH000252,Plant_B,USA,Metformin 850mg,2023-10-07,141763,18703,13.9,2,194186.4,Equipment failure,0.13193146307569675,1.3697960680854666,1,1,0,3
BCH000253,Plant_C,Germany,Atorvastatin 20mg,2023-11-17,23077,2820,23.6,0,170320.93,Contamination,0.12219959266802444,7.380549031503228,1,1,0,3
BCH000254,Plant_B,USA,Metformin 850mg,2023-08-20,120907,7498,9.9,0,149470.91,,0.062014606267627184,1.236246950135228,0,1,0,2
BCH000255,Plant_F,France,Amoxicillin 500mg,2023-11-15,64227,14377,10.6,1,474125.04,Equipment failure,0.2238466688464353,7.3820206455229105,1,1,0,3
BCH000256,Plant_F,France,Losartan 50mg,2023-09-20,237714,65245,16.0,1,1476139.45,Process deviation,0.27446847892846027,6.20972870760662,1,1,0,3
BCH000257,Plant_C,Germany,Amoxicillin 500mg,2023-10-23,162046,57942,13.7,0,1245214.05,Process deviation,0.35756513582562977,7.6843245127926645,1,1,0,3
BCH000258,Plant_A,Mexico,Omeprazole 20mg,2023-08-26,184349,21272,9.8,0,207955.4,Equipment failure,0.11538983124399915,1.1280527694752887,1,1,0,3
BCH000259,Plant_B,USA,Ibuprofen 400mg,2023-12-26,144713,14662,21.4,3,164568.63,Temperature deviation,0.10131778071078618,1.1372069544546792,1,1,1,5
BCH000260,Plant_B,USA,Losartan 50mg,2023-12-09,153106,9084,14.2,0,168499.23,,0.059331443575039514,1.100539691455593,0,1,0,2
BCH000261,Plant_F,France,Omeprazole 20mg,2023-08-03,158055,48125,17.9,0,1158673.8,Temperature deviation,0.3044826168106039,7.3308266109898454,1,1,0,3
BCH000262,Plant_D,India,Paracetamol 500mg,2023-08-29,125891,8388,11.1,0,177042.71,,0.06662906800327267,1.406317449221946,0,1,0,2
BCH000263,Plant_B,USA,Paracetamol 500mg,2023-07-18,114829,7335,29.2,0,151455.35,,0.06387759189751718,1.3189642860253072,0,1,0,2
BCH000264,Plant_B,USA,Aspirin 100mg,2023-09-11,93971,4383,22.4,8,110166.98,,0.046642049142820656,1.1723508316395483,0,0,1,2
BCH000265,Plant_B,USA,Aspirin 100mg,2023-11-06,92082,6414,10.5,1,111034.53,,0.06965530722616799,1.2058223105492931,0,1,0,2
BCH000266,Plant_D,India,Atorvastatin 20mg,2023-07-14,190853,57389,10.5,1,242081.9,Process deviation,0.30069739537759427,1.2684207217072825,1,1,0,3
BCH000267,Plant_D,India,Insulin Lispro,2023-08-22,124860,5357,18.1,1,138522.32,,0.0429040525388435,1.1094211116450425,0,0,0,0
BCH000268,Plant_C,Germany,Atorvastatin 20mg,2023-07-07,243525,42147,20.0,0,1733751.46,Equipment failure,0.17307052663997535,7.119398254799302,1,1,0,3
BCH000269,Plant_B,USA,Losartan 50mg,2023-11-17,79912,8424,12.4,0,108924.86,Temperature deviation,0.10541595755330864,1.3630601161277405,1,1,0,3
BCH000270,Plant_A,Mexico,Paracetamol 500mg,2023-09-05,219435,19753,27.3,1,253174.72,Temperature deviation,0.09001754505890126,1.1537572401850207,1,1,0,3
BCH000271,Plant_B,USA,Atorvastatin 20mg,2023-10-09,105318,3994,8.6,8,143013.89,,0.03792324199092273,1.3579244763478229,0,0,1,2
BCH000272,Plant_C,Germany,Metformin 850mg,2023-12-20,236681,44712,22.4,0,1433262.91,Equipment failure,0.18891250248224403,6.055673712718807,1,1,0,3
BCH000273,Plant_F,France,Omeprazole 20mg,2023-11-02,51960,6052,14.3,0,356990.8,Contamination,0.11647421093148576,6.870492686682063,1,1,0,3
BCH000274,Plant_E,Brazil,Ibuprofen 400mg,2023-12-22,182942,6265,19.7,0,257844.39,,0.03424582654611844,1.409432443069388,0,0,0,0
BCH000275,Plant_B,USA,Ibuprofen 400mg,2023-07-10,94686,11856,14.1,4,133148.55,Equipment failure,0.12521386477409543,1.4062115835498383,1,1,1,5
BCH000276,Plant_F,France,Losartan 50mg,2023-08-16,49312,13921,11.3,5,351390.92,Contamination,0.2823045100584036,7.125870376378974,1,1,1,5
BCH000277,Plant_C,Germany,Atorvastatin 20mg,2023-08-06,127416,21798,29.3,3,870907.88,Equipment failure,0.1710774157091731,6.835153198970302,1,1,1,5
BCH000278,Plant_B,USA,Amoxicillin 500mg,2023-07-16,41440,4665,8.3,0,47175.46,Equipment failure,0.11257239382239383,1.1384039575289575,1,1,0,3
BCH000279,Plant_E,Brazil,Omeprazole 20mg,2023-12-04,84422,6213,12.1,0,113407.34,Contamination,0.07359456065954371,1.343338703181635,1,1,0,3
BCH000280,Plant_B,USA,Insulin Lispro,2023-08-10,141954,12504,26.1,0,177388.62,Process deviation,0.08808487256435184,1.2496204404243627,1,1,0,3
BCH000281,Plant_F,France,Omeprazole 20mg,2023-08-20,138816,48729,23.7,0,859109.33,Temperature deviation,0.3510330221300138,6.188835076648225,1,1,0,3
BCH000282,Plant_F,France,Losartan 50mg,2023-11-14,94652,16144,22.3,0,691926.13,Process deviation,0.17056163630985083,7.310211405992478,1,1,0,3
BCH000283,Plant_D,India,Amoxicillin 500mg,2023-11-10,180153,2585,10.8,7,235692.58,,0.014348914533757418,1.308291174723707,0,0,1,2
BCH000284,Plant_C,Germany,Aspirin 100mg,2023-07-02,189824,8866,13.0,0,1427227.37,,0.04670642279163857,7.518687679113285,0,0,0,0
BCH000285,Plant_C,Germany,Metformin 850mg,2023-10-21,28449,2793,12.7,1,183363.93,Temperature deviation,0.09817568280080144,6.445355900031635,1,1,0,3
BCH000286,Plant_F,France,Ibuprofen 400mg,2023-10-26,179962,41132,13.7,3,1286138.13,Contamination,0.2285593625320901,7.146720585456929,1,1,1,5
BCH000287,Plant_E,Brazil,Atorvastatin 20mg,2023-09-21,78289,6468,27.0,0,97526.88,Equipment failure,0.08261697045561957,1.2457290296210197,1,1,0,3
BCH000288,Plant_B,USA,Amoxicillin 500mg,2023-10-26,198913,29416,26.9,5,234879.14,Equipment failure,0.14788374817131109,1.1808134209428243,1,1,1,5
BCH000289,Plant_E,Brazil,Insulin Lispro,2023-08-03,190004,13346,24.0,0,271061.93,Process deviation,0.07024062651312604,1.4266117029115175,1,1,0,3
BCH000290,Plant_B,USA,Atorvastatin 20mg,2023-12-26,204295,22114,19.9,0,272392.03,Equipment failure,0.10824542940355858,1.3333269536699381,1,1,0,3
BCH000291,Plant_E,Brazil,Aspirin 100mg,2023-09-05,111264,21291,24.4,0,132178.39,Temperature deviation,0.19135569456427956,1.187970862093759,1,1,0,3
BCH000292,Plant_E,Brazil,Ibuprofen 400mg,2023-12-16,84257,4337,13.3,0,93392.89,,0.05147346807980346,1.108428854575881,0,1,0,2
BCH000293,Plant_B,USA,Losartan 50mg,2023-08-26,92098,18374,9.4,4,116754.52,Temperature deviation,0.19950487524159047,1.2677204716714805,1,1,1,5
BCH000294,Plant_C,Germany,Amoxicillin 500mg,2023-07-09,86951,15142,26.2,5,622129.23,Process deviation,0.17414405814769238,7.154940483720716,1,1,1,5
BCH000295,Plant_A,Mexico,Atorvastatin 20mg,2023-11-16,182030,14691,25.0,0,225071.82,Contamination,0.08070647695434818,1.2364545404603637,1,1,0,3
BCH000296,Plant_E,Brazil,Aspirin 100mg,2023-08-28,84464,25188,23.5,1,109212.88,Contamination,0.2982098882364084,1.2930109869293427,1,1,0,3
BCH000297,Plant_D,India,Metformin 850mg,2023-08-17,83653,14261,28.9,0,109987.03,Temperature deviation,0.17047804621472032,1.31480078419184,1,1,0,3
BCH000298,Plant_B,USA,Atorvastatin 20mg,2023-11-28,79810,6312,16.0,0,93503.88,Equipment failure,0.07908783360481143,1.1715810048866058,1,1,0,3
BCH000299,Plant_E,Brazil,Aspirin 100mg,2023-08-17,232100,48585,12.6,1,274120.77,Temperature deviation,0.20932787591555363,1.1810459715639812,1,1,0,3
BCH000300,Plant_B,USA,Insulin Glargine,2023-09-26,163056,1487,14.5,1,206194.16,,0.009119566283976057,1.264560396428221,0,0,0,0
BCH000301,Plant_D,India,Losartan 50mg,2023-11-04,21032,1061,19.2,0,25328.42,,0.05044693799923925,1.2042801445416507,0,1,0,2
BCH000302,Plant_C,Germany,Omeprazole 20mg,2023-10-09,184250,29473,17.3,0,1219628.75,Contamination,0.1599620081411126,6.6194233378561735,1,1,0,3
BCH000303,Plant_E,Brazil,Omeprazole 20mg,2023-11-12,57907,7912,29.0,0,79712.72,Process deviation,0.1366328768542663,1.3765644913395618,1,1,0,3
BCH000304,Plant_F,France,Insulin Lispro,2023-08-11,80556,9787,10.5,1,579105.03,Equipment failure,0.12149312279656388,7.188850364963504,1,1,0,3
BCH000305,Plant_F,France,Omeprazole 20mg,2023-12-27,179762,37767,9.6,0,1314922.57,Equipment failure,0.2100944582281016,7.3147971762663975,1,1,0,3
BCH000306,Plant_A,Mexico,Insulin Lispro,2023-09-14,115334,8771,21.1,2,139587.72,Process deviation,0.07604869336015399,1.2102911543863908,1,1,0,3
BCH000307,Plant_D,India,Metformin 850mg,2023-08-11,133776,10351,9.5,0,187939.65,Temperature deviation,0.07737561296495635,1.4048831628991747,1,1,0,3
BCH000308,Plant_F,France,Aspirin 100mg,2023-12-21,94866,6467,20.7,0,644870.7,,0.06816983956317332,6.797700967680728,0,1,0,2
BCH000309,Plant_B,USA,Paracetamol 500mg,2023-11-10,129069,1113,17.5,4,171571.09,,0.008623294516886317,1.3292974300567912,0,0,1,2
BCH000310,Plant_A,Mexico,Insulin Glargine,2023-10-21,21445,481,26.1,0,29324.26,,0.022429470739100024,1.3674171135462811,0,0,0,0
BCH000311,Plant_D,India,Atorvastatin 20mg,2023-07-25,181842,2658,23.1,1,242579.21,,0.014617085161843799,1.334010899572156,0,0,0,0
BCH000312,Plant_B,USA,Metformin 850mg,2023-07-29,183137,6108,11.4,5,220591.43,,0.03335208068276754,1.2045159088551194,0,0,1,2
BCH000313,Plant_B,USA,Insulin Glargine,2023-12-09,74161,6205,14.8,0,91030.14,Temperature deviation,0.08366931405995065,1.2274664581114063,1,1,0,3
BCH000314,Plant_B,USA,Insulin Glargine,2023-10-06,137963,14463,23.1,8,171548.79,Temperature deviation,0.10483245507853554,1.2434405601501852,1,1,1,5
BCH000315,Plant_F,France,Ibuprofen 400mg,2023-07-13,146938,36251,8.9,7,969673.7,Equipment failure,0.24670949652234275,6.5992030652384,1,1,1,5
BCH000316,Plant_E,Brazil,Aspirin 100mg,2023-07-30,166970,13230,14.4,3,207889.05,Temperature deviation,0.07923579086063365,1.2450682757381566,1,1,1,5
BCH000317,Plant_E,Brazil,Metformin 850mg,2023-07-22,93254,6492,14.3,3,133749.06,,0.06961631672636026,1.434244750895404,0,1,1,4
BCH000318,Plant_B,USA,Losartan 50mg,2023-11-27,197945,13041,20.2,1,224765.01,,0.0658819369016646,1.135492232690899,0,1,0,2
BCH000319,Plant_E,Brazil,Metformin 850mg,2023-08-13,244260,44501,12.3,0,286605.05,Equipment failure,0.1821870138377139,1.1733605584213542,1,1,0,3
BCH000320,Plant_C,Germany,Omeprazole 20mg,2023-07-02,68694,12699,20.8,1,448378.81,Temperature deviation,0.18486330683902524,6.527190293184266,1,1,0,3
BCH000321,Plant_F,France,Metformin 850mg,2023-07-14,136273,30758,27.4,0,1061294.72,Equipment failure,0.2257086877077631,7.788004373573635,1,1,0,3
BCH000322,Plant_C,Germany,Ibuprofen 400mg,2023-09-10,97221,19069,18.5,0,576223.63,Equipment failure,0.19614075148373294,5.926946133037101,1,1,0,3
BCH000323,Plant_D,India,Amoxicillin 500mg,2023-08-31,92212,8054,10.7,0,125830.98,Contamination,0.08734221142584479,1.3645835682991367,1,1,0,3
BCH000324,Plant_F,France,Insulin Glargine,2023-09-18,217979,76550,29.6,0,1471841.6,Temperature deviation,0.3511806183164433,6.752217415439103,1,1,0,3
BCH000325,Plant_C,Germany,Ibuprofen 400mg,2023-09-17,246307,31554,24.8,0,1538503.73,Equipment failure,0.12810841754395938,6.246285042650026,1,1,0,3
BCH000326,Plant_B,USA,Losartan 50mg,2023-07-08,58586,13292,17.0,4,83957.61,Equipment failure,0.2268801420134503,1.433066090874953,1,1,1,5
BCH000327,Plant_D,India,Metformin 850mg,2023-09-11,33322,2570,17.7,0,46231.82,Process deviation,0.07712622291579137,1.3874263249504832,1,1,0,3
BCH000328,Plant_F,France,Ibuprofen 400mg,2023-12-16,118439,29767,11.0,2,852812.7,Contamination,0.2513276876704464,7.200438200254983,1,1,0,3
BCH000329,Plant_A,Mexico,Paracetamol 500mg,2023-08-28,79576,3657,8.2,0,113370.44,,0.04595606715592641,1.4246813109480245,0,0,0,0
BCH000330,Plant_A,Mexico,Losartan 50mg,2023-08-12,94981,4022,26.4,0,127809.57,,0.04234531116749666,1.3456330213411103,0,0,0,0
BCH000331,Plant_C,Germany,Paracetamol 500mg,2023-11-09,97217,20799,26.6,2,713954.46,Contamination,0.21394406328111337,7.343926062314204,1,1,0,3
BCH000332,Plant_A,Mexico,Amoxicillin 500mg,2023-11-05,132121,6500,9.5,0,162054.11,,0.0491973266929557,1.2265583064009506,0,0,0,0
BCH000333,Plant_E,Brazil,Ibuprofen 400mg,2023-09-20,74339,2729,19.5,0,105846.95,,0.03671020594842546,1.4238414560324997,0,0,0,0
BCH000334,Plant_D,India,Losartan 50mg,2023-08-04,214849,15209,9.6,2,235921.68,Contamination,0.07078925198627874,1.0980813501575524,1,1,0,3
BCH000335,Plant_E,Brazil,Losartan 50mg,2023-10-13,206286,10308,16.9,3,291796.11,,0.04996945987609436,1.4145221197754574,0,0,1,2
BCH000336,Plant_A,Mexico,Paracetamol 500mg,2023-12-19,121393,5403,21.3,1,173887.36,,0.044508332440915045,1.4324331715996803,0,0,0,0
BCH000337,Plant_D,India,Omeprazole 20mg,2023-09-19,232185,2668,20.9,1,288319.42,,0.011490837048043587,1.2417659194177055,0,0,0,0
BCH000338,Plant_E,Brazil,Insulin Glargine,2023-11-08,105630,9925,25.7,2,145358.77,Temperature deviation,0.0939600492284389,1.3761125627189243,1,1,0,3
BCH000339,Plant_E,Brazil,Aspirin 100mg,2023-12-12,102005,7034,14.3,0,128404.95,,0.06895740404882114,1.2588103524337042,0,1,0,2
BCH000340,Plant_E,Brazil,Aspirin 100mg,2023-08-11,89567,8180,19.2,0,96736.7,Equipment failure,0.09132827938861411,1.080048455346277,1,1,0,3
BCH000341,Plant_C,Germany,Aspirin 100mg,2023-10-07,198755,29757,13.4,4,1164197.25,Temperature deviation,0.14971698825186788,5.857448869210837,1,1,1,5
BCH000342,Plant_C,Germany,Metformin 850mg,2023-11-04,138636,13717,14.9,0,1038839.5,Process deviation,0.09894255460342191,7.4932881791165356,1,1,0,3
