batch_id,region,planned_delivery,actual_delivery,transport_days,delivery_status,delivery_delay_days,critical_delay_ship,on_time_flag
BCH000545,East Asia,2023-12-08,2023-12-12,7,Delayed,4,1,0
BCH000123,Western Europe,2023-11-20,2023-11-23,4,Delayed,3,1,0
BCH000171,East Asia,2023-08-13,2023-08-15,7,Delayed,2,1,0
BCH000705,Western Europe,2023-08-21,2023-08-22,4,On-time,1,0,1
BCH000780,North America,2023-12-04,2023-12-07,2,Delayed,3,1,0
BCH000157,North America,2023-08-12,2023-08-14,2,Delayed,2,1,0
BCH000743,South America,2023-12-25,2023-12-25,3,On-time,0,0,1
BCH000059,South America,2023-09-26,2023-09-27,3,On-time,1,0,1
BCH000111,North America,2023-11-16,2023-11-16,2,On-time,0,0,1
BCH000231,South Asia,2023-11-04,2023-11-04,6,On-time,0,0,1
BCH000468,East Asia,2023-08-05,2023-08-09,7,Delayed,4,1,0
BCH000600,Western Europe,2023-09-11,2023-09-12,5,On-time,1,0,1
BCH000705,South America,2023-08-20,2023-08-21,3,On-time,1,0,1
BCH000665,Eastern Europe,2023-11-04,2023-11-05,6,On-time,1,0,1
BCH000033,South America,2023-08-03,2023-08-08,6,Delayed,5,1,0
BCH000741,East Asia,2023-08-10,2023-08-12,8,Delayed,2,1,0
BCH000099,South America,2023-10-23,2023-10-23,3,On-time,0,0,1
BCH000442,Eastern Europe,2023-09-15,2023-09-18,5,Delayed,3,1,0
BCH000238,South America,2023-10-27,2023-10-31,4,Delayed,4,1,0
BCH000377,South Asia,2023-08-03,2023-08-03,6,On-time,0,0,1
BCH000493,South America,2023-08-16,2023-08-17,3,On-time,1,0,1
BCH000411,North America,2023-12-09,2023-12-14,2,Delayed,5,1,0
BCH000642,South Asia,2023-09-19,2023-09-19,6,On-time,0,0,1
BCH000611,South Asia,2023-08-12,2023-08-12,6,On-time,0,0,1
BCH000000,Central America,2023-11-30,2023-12-04,7,Delayed,4,1,0
BCH000544,South America,2023-07-22,2023-07-22,3,On-time,0,0,1
BCH000290,East Asia,2024-01-02,2024-01-02,7,On-time,0,0,1
BCH000242,Central America,2023-09-18,2023-09-25,6,Delayed,7,1,0
BCH000577,South Asia,2023-11-28,2023-11-29,7,On-time,1,0,1
BCH000439,Western Europe,2023-11-15,2023-11-16,5,On-time,1,0,1
BCH000473,South Asia,2023-10-02,2023-10-04,7,Delayed,2,1,0
BCH000426,North America,2023-10-23,2023-10-23,2,On-time,0,0,1
BCH000761,Central America,2023-07-07,2023-07-10,3,Delayed,3,1,0
BCH000332,North America,2023-11-07,2023-11-07,2,On-time,0,0,1
BCH000129,Eastern Europe,2023-10-01,2023-10-01,5,On-time,0,0,1
BCH000092,South America,2023-11-12,2023-11-16,4,Delayed,4,1,0
BCH000650,South America,2023-09-17,2023-09-18,4,On-time,1,0,1
BCH000397,Eastern Europe,2023-11-24,2023-11-25,6,On-time,1,0,1
BCH000443,Western Europe,2023-09-30,2023-10-01,5,On-time,1,0,1
BCH000738,Central America,2023-10-09,2023-10-10,3,On-time,1,0,1
BCH000067,East Asia,2023-08-01,2023-08-08,10,Delayed,7,1,0
BCH000767,South America,2023-12-03,2023-12-04,3,On-time,1,0,1
BCH000136,Western Europe,2023-10-31,2023-11-01,4,On-time,1,0,1
BCH000277,Central America,2023-08-09,2023-08-12,3,Delayed,3,1,0
BCH000208,Eastern Europe,2023-11-05,2023-11-05,5,On-time,0,0,1
BCH000570,Eastern Europe,2023-11-25,2023-11-27,7,Delayed,2,1,0
BCH000732,North America,2023-09-25,2023-10-03,2,Delayed,8,1,0
BCH000051,Eastern Europe,2023-12-25,2023-12-25,5,On-time,0,0,1
BCH000223,Western Europe,2023-12-15,2023-12-15,4,On-time,0,0,1
BCH000098,North America,2023-08-22,2023-08-23,2,On-time,1,0,1
BCH000230,Eastern Europe,2023-09-14,2023-09-14,5,On-time,0,0,1
BCH000682,East Asia,2023-08-10,2023-08-13,7,Delayed,3,1,0
BCH000250,Western Europe,2023-08-03,2023-08-03,4,On-time,0,0,1
BCH000109,South Asia,2023-12-08,2023-12-08,6,On-time,0,0,1
BCH000373,South Asia,2023-07-18,2023-07-19,7,On-time,1,0,1
BCH000549,South America,2023-11-26,2023-11-27,3,On-time,1,0,1
BCH000528,Eastern Europe,2023-07-19,2023-07-19,5,On-time,0,0,1
BCH000101,East Asia,2023-07-12,2023-07-14,7,Delayed,2,1,0
BCH000360,North America,2023-08-30,2023-09-03,3,Delayed,4,1,0
BCH000728,Central America,2023-09-11,2023-09-12,4,On-time,1,0,1
BCH000123,Western Europe,2023-11-20,2023-11-25,6,Delayed,5,1,0
BCH000022,South America,2023-10-16,2023-10-18,3,Delayed,2,1,0
BCH000452,South America,2023-11-30,2023-12-04,5,Delayed,4,1,0
BCH000144,South America,2023-07-17,2023-07-17,3,On-time,0,0,1
BCH000673,Eastern Europe,2023-08-20,2023-08-20,5,On-time,0,0,1
BCH000517,North America,2023-08-28,2023-08-28,2,On-time,0,0,1
BCH000325,Western Europe,2023-09-21,2023-09-21,4,On-time,0,0,1
BCH000440,Central America,2023-12-22,2023-12-23,4,On-time,1,0,1
BCH000127,North America,2023-07-09,2023-07-09,2,On-time,0,0,1
BCH000661,South Asia,2023-12-18,2023-12-28,10,Delayed,10,1,0
BCH000106,Western Europe,2023-11-22,2023-11-23,5,On-time,1,0,1
BCH000130,Eastern Europe,2023-11-23,2023-11-24,5,On-time,1,0,1
BCH000004,Western Europe,2023-11-27,2023-11-29,6,Delayed,2,1,0
BCH000521,South America,2023-11-09,2023-11-10,4,On-time,1,0,1
BCH000398,East Asia,2023-11-03,2023-11-10,7,Delayed,7,1,0
BCH000607,South America,2023-08-26,2023-08-26,3,On-time,0,0,1
BCH000674,Central America,2023-12-20,2023-12-26,4,Delayed,6,1,0
BCH000054,Central America,2023-09-15,2023-09-16,3,On-time,1,0,1
BCH000558,South America,2023-08-06,2023-08-07,4,On-time,1,0,1
BCH000365,East Asia,2023-10-14,2023-10-14,7,On-time,0,0,1
BCH000179,Western Europe,2023-12-30,2024-01-06,4,Delayed,7,1,0
BCH000109,Eastern Europe,2023-12-07,2023-12-07,5,On-time,0,0,1
BCH000644,East Asia,2023-12-21,2023-12-21,7,On-time,0,0,1
BCH000176,Western Europe,2023-11-06,2023-11-13,6,Delayed,7,1,0
BCH000164,South America,2023-10-02,2023-10-02,3,On-time,0,0,1
BCH000159,Eastern Europe,2023-10-11,2023-10-19,5,Delayed,8,1,0
BCH000539,Eastern Europe,2023-12-26,2023-12-26,5,On-time,0,0,1
BCH000098,Eastern Europe,2023-08-25,2023-08-26,5,On-time,1,0,1
BCH000799,North America,2023-12-09,2023-12-11,3,Delayed,2,1,0
BCH000362,Western Europe,2023-07-11,2023-07-12,4,On-time,1,0,1
BCH000536,Eastern Europe,2023-10-14,2023-10-15,6,On-time,1,0,1
BCH000318,Western Europe,2023-12-01,2023-12-03,5,Delayed,2,1,0
BCH000138,East Asia,2023-11-24,2023-12-04,9,Delayed,10,1,0
BCH000031,South America,2023-12-15,2023-12-21,3,Delayed,6,1,0
BCH000497,North America,2023-09-21,2023-09-24,2,Delayed,3,1,0
BCH000080,South Asia,2023-08-09,2023-08-09,6,On-time,0,0,1
BCH000635,East Asia,2023-11-10,2023-11-12,7,Delayed,2,1,0
BCH000042,Central America,2023-08-03,2023-08-04,3,On-time,1,0,1
BCH000359,East Asia,2023-07-14,2023-07-14,7,On-time,0,0,1
BCH000571,Central America,2023-12-27,2023-12-28,3,On-time,1,0,1
BCH000453,Eastern Europe,2023-11-12,2023-11-14,5,Delayed,2,1,0
BCH000349,Central America,2023-07-05,2023-07-05,3,On-time,0,0,1
BCH000704,Western Europe,2023-10-26,2023-10-26,4,On-time,0,0,1
BCH000326,Eastern Europe,2023-07-13,2023-07-17,5,Delayed,4,1,0
BCH000018,South America,2023-11-02,2023-11-04,4,Delayed,2,1,0
BCH000369,Eastern Europe,2023-07-31,2023-07-31,5,On-time,0,0,1
BCH000623,Central America,2023-07-29,2023-07-29,3,On-time,0,0,1
BCH000452,Eastern Europe,2023-12-02,2023-12-06,7,Delayed,4,1,0
BCH000503,Western Europe,2023-09-24,2023-09-24,4,On-time,0,0,1
BCH000566,North America,2023-08-18,2023-08-18,2,On-time,0,0,1
BCH000755,North America,2023-07-09,2023-07-11,2,Delayed,2,1,0
BCH000260,East Asia,2023-12-16,2023-12-17,8,On-time,1,0,1
BCH000039,South Asia,2023-12-11,2023-12-19,7,Delayed,8,1,0
BCH000291,Eastern Europe,2023-09-10,2023-09-10,5,On-time,0,0,1
BCH000414,North America,2023-11-02,2023-11-02,2,On-time,0,0,1
BCH000750,South Asia,2023-08-04,2023-08-06,7,Delayed,2,1,0
BCH000514,South Asia,2023-07-08,2023-07-08,6,On-time,0,0,1
BCH000754,Western Europe,2023-09-18,2023-09-18,4,On-time,0,0,1
BCH000200,Eastern Europe,2023-11-16,2023-11-17,6,On-time,1,0,1
BCH000653,North America,2023-10-13,2023-10-15,4,Delayed,2,1,0
BCH000580,East Asia,2023-11-28,2023-11-30,7,Delayed,2,1,0
BCH000776,East Asia,2023-08-11,2023-08-11,7,On-time,0,0,1
BCH000333,South Asia,2023-09-26,2023-09-27,7,On-time,1,0,1
BCH000300,North America,2023-09-28,2023-09-29,2,On-time,1,0,1
BCH000675,Eastern Europe,2023-10-19,2023-10-20,6,On-time,1,0,1
BCH000132,Western Europe,2023-08-13,2023-08-14,4,On-time,1,0,1
BCH000012,Western Europe,2023-11-03,2023-11-03,4,On-time,0,0,1
BCH000583,Central America,2023-08-12,2023-08-20,6,Delayed,8,1,0
BCH000474,South Asia,2023-08-11,2023-08-15,6,Delayed,4,1,0
BCH000784,Central America,2023-07-14,2023-07-21,4,Delayed,7,1,0
BCH000565,South America,2023-08-03,2023-08-09,3,Delayed,6,1,0
BCH000279,Central America,2023-12-07,2023-12-07,3,On-time,0,0,1
BCH000062,North America,2023-07-29,2023-08-07,4,Delayed,9,1,0
BCH000046,Central America,2023-07-13,2023-07-13,3,On-time,0,0,1
BCH000383,Eastern Europe,2023-08-12,2023-08-12,5,On-time,0,0,1
BCH000206,East Asia,2023-08-08,2023-08-09,8,On-time,1,0,1
BCH000217,North America,2023-08-23,2023-09-02,6,Delayed,10,1,0
BCH000275,Eastern Europe,2023-07-15,2023-07-21,7,Delayed,6,1,0
BCH000270,South Asia,2023-09-11,2023-09-12,6,On-time,1,0,1
BCH000724,Eastern Europe,2023-10-21,2023-10-22,6,On-time,1,0,1
BCH000212,North America,2023-07-12,2023-07-15,5,Delayed,3,1,0
BCH000280,Eastern Europe,2023-08-15,2023-08-15,5,On-time,0,0,1
BCH000501,South America,2023-09-04,2023-09-04,3,On-time,0,0,1
BCH000462,Western Europe,2023-09-08,2023-09-08,4,On-time,0,0,1
BCH000549,North America,2023-11-25,2023-11-26,2,On-time,1,0,1
BCH000680,Eastern Europe,2023-07-08,2023-07-17,6,Delayed,9,1,0
BCH000509,North America,2023-07-22,2023-07-25,2,Delayed,3,1,0
BCH000342,North America,2023-11-06,2023-11-08,4,Delayed,2,1,0
BCH000299,South Asia,2023-08-23,2023-08-24,6,On-time,1,0,1
BCH000652,South Asia,2023-07-15,2023-07-15,6,On-time,0,0,1
BCH000548,North America,2023-08-28,2023-09-01,6,Delayed,4,1,0
BCH000284,South Asia,2023-07-08,2023-07-09,7,On-time,1,0,1
BCH000312,South America,2023-08-01,2023-08-06,3,Delayed,5,1,0
BCH000055,Central America,2023-09-04,2023-09-08,4,Delayed,4,1,0
BCH000721,Western Europe,2023-10-26,2023-10-30,5,Delayed,4,1,0
BCH000373,North America,2023-07-14,2023-07-14,2,On-time,0,0,1
BCH000450,South Asia,2023-12-12,2023-12-13,6,On-time,1,0,1
BCH000084,East Asia,2023-12-11,2023-12-14,10,Delayed,3,1,0
BCH000315,Eastern Europe,2023-07-18,2023-07-25,5,Delayed,7,1,0
BCH000066,Central America,2023-09-30,2023-10-01,4,On-time,1,0,1
BCH000750,Western Europe,2023-08-02,2023-08-03,4,On-time,1,0,1
BCH000708,Western Europe,2023-12-28,2023-12-29,5,On-time,1,0,1
BCH000687,North America,2023-08-21,2023-08-21,2,On-time,0,0,1
BCH000497,Eastern Europe,2023-09-24,2023-09-29,7,Delayed,5,1,0
BCH000007,East Asia,2023-09-27,2023-09-27,7,On-time,0,0,1
BCH000301,South America,2023-11-07,2023-11-10,6,Delayed,3,1,0
BCH000715,Western Europe,2023-07-22,2023-07-23,4,On-time,1,0,1
BCH000032,North America,2023-08-12,2023-08-12,2,On-time,0,0,1
BCH000125,South America,2023-07-29,2023-07-31,3,Delayed,2,1,0
BCH000315,South Asia,2023-07-19,2023-07-27,7,Delayed,8,1,0
BCH000614,East Asia,2023-12-10,2023-12-10,7,On-time,0,0,1
BCH000321,South America,2023-07-17,2023-07-18,4,On-time,1,0,1
BCH000721,South America,2023-10-25,2023-10-28,3,Delayed,3,1,0
BCH000783,North America,2023-11-12,2023-11-13,3,On-time,1,0,1
BCH000603,Western Europe,2023-10-19,2023-10-27,5,Delayed,8,1,0
BCH000628,North America,2023-07-27,2023-07-27,2,On-time,0,0,1
BCH000195,South America,2023-11-22,2023-11-25,6,Delayed,3,1,0
BCH000258,South Asia,2023-09-01,2023-09-04,9,Delayed,3,1,0
BCH000010,South America,2023-08-21,2023-08-21,3,On-time,0,0,1
BCH000511,Central America,2023-10-23,2023-10-27,3,Delayed,4,1,0
BCH000248,South America,2023-08-13,2023-08-16,3,Delayed,3,1,0
BCH000615,North America,2023-12-30,2024-01-01,2,Delayed,2,1,0
BCH000166,East Asia,2023-10-19,2023-10-23,9,Delayed,4,1,0
BCH000134,North America,2023-12-08,2023-12-10,3,Delayed,2,1,0
BCH000073,North America,2023-09-30,2023-10-01,2,On-time,1,0,1
BCH000388,South Asia,2023-11-22,2023-11-23,6,On-time,1,0,1
BCH000016,East Asia,2023-08-01,2023-08-01,7,On-time,0,0,1
BCH000272,East Asia,2023-12-27,2023-12-27,7,On-time,0,0,1
BCH000546,East Asia,2023-09-13,2023-09-14,7,On-time,1,0,1
BCH000704,East Asia,2023-10-29,2023-10-29,7,On-time,0,0,1
BCH000574,Eastern Europe,2023-08-09,2023-08-11,7,Delayed,2,1,0
BCH000261,Eastern Europe,2023-08-08,2023-08-08,5,On-time,0,0,1
BCH000324,North America,2023-09-20,2023-09-20,2,On-time,0,0,1
BCH000707,South Asia,2023-12-25,2023-12-27,7,Delayed,2,1,0
BCH000682,Western Europe,2023-08-07,2023-08-10,4,Delayed,3,1,0
BCH000151,Eastern Europe,2023-09-11,2023-09-11,5,On-time,0,0,1
BCH000512,South Asia,2023-12-14,2023-12-18,10,Delayed,4,1,0
BCH000069,South Asia,2023-09-28,2023-10-01,9,Delayed,3,1,0
BCH000448,East Asia,2023-08-08,2023-08-09,8,On-time,1,0,1
BCH000051,South Asia,2023-12-26,2023-12-26,6,On-time,0,0,1
BCH000505,North America,2023-08-08,2023-08-08,2,On-time,0,0,1
BCH000216,South Asia,2023-10-11,2023-10-12,6,On-time,1,0,1
BCH000655,North America,2023-09-22,2023-09-22,2,On-time,0,0,1
BCH000325,Eastern Europe,2023-09-22,2023-09-23,6,On-time,1,0,1
BCH000116,North America,2023-09-16,2023-09-20,4,Delayed,4,1,0
BCH000056,Central America,2023-11-02,2023-11-03,4,On-time,1,0,1
BCH000595,North America,2023-11-13,2023-11-16,2,Delayed,3,1,0
BCH000334,East Asia,2023-08-11,2023-08-13,7,Delayed,2,1,0
BCH000140,Eastern Europe,2023-09-24,2023-09-30,9,Delayed,6,1,0
BCH000206,East Asia,2023-08-08,2023-08-08,7,On-time,0,0,1
BCH000178,Eastern Europe,2023-07-27,2023-07-29,7,Delayed,2,1,0
BCH000363,Central America,2023-09-10,2023-09-14,5,Delayed,4,1,0
BCH000417,Eastern Europe,2023-12-01,2023-12-07,5,Delayed,6,1,0
BCH000087,Eastern Europe,2023-10-07,2023-10-09,6,Delayed,2,1,0
BCH000668,South America,2023-08-31,2023-08-31,3,On-time,0,0,1
BCH000382,Central America,2023-11-13,2023-11-18,3,Delayed,5,1,0
BCH000444,Eastern Europe,2023-10-28,2023-10-31,6,Delayed,3,1,0
BCH000479,Western Europe,2023-09-10,2023-09-12,5,Delayed,2,1,0
BCH000093,South Asia,2023-12-08,2023-12-08,6,On-time,0,0,1
BCH000086,Eastern Europe,2023-12-25,2023-12-25,5,On-time,0,0,1
BCH000353,East Asia,2023-11-08,2023-11-12,9,Delayed,4,1,0
BCH000634,South Asia,2023-12-19,2023-12-20,6,On-time,1,0,1
BCH000043,Western Europe,2023-10-18,2023-10-18,4,On-time,0,0,1
BCH000688,Western Europe,2023-12-07,2023-12-08,4,On-time,1,0,1
BCH000744,South Asia,2023-08-18,2023-08-20,6,Delayed,2,1,0
BCH000281,Western Europe,2023-08-24,2023-08-26,6,Delayed,2,1,0
BCH000203,East Asia,2023-08-05,2023-08-08,7,Delayed,3,1,0
BCH000035,East Asia,2023-08-04,2023-08-09,7,Delayed,5,1,0
BCH000268,South America,2023-07-10,2023-07-10,3,On-time,0,0,1
BCH000145,Central America,2023-08-07,2023-08-07,3,On-time,0,0,1
BCH000075,South America,2023-09-05,2023-09-14,4,Delayed,9,1,0
BCH000683,Central America,2023-10-01,2023-10-07,3,Delayed,6,1,0
BCH000670,North America,2023-10-23,2023-10-24,3,On-time,1,0,1
BCH000599,Western Europe,2023-09-26,2023-09-28,4,Delayed,2,1,0
BCH000199,South Asia,2023-07-20,2023-07-20,6,On-time,0,0,1
BCH000332,South America,2023-11-08,2023-11-08,3,On-time,0,0,1
BCH000733,Western Europe,2023-11-08,2023-11-16,5,Delayed,8,1,0
BCH000233,Central America,2023-11-14,2023-11-15,3,On-time,1,0,1
BCH000262,South Asia,2023-09-04,2023-09-06,8,Delayed,2,1,0
BCH000487,Western Europe,2023-08-29,2023-09-04,4,Delayed,6,1,0
BCH000240,North America,2023-10-21,2023-10-31,6,Delayed,10,1,0
BCH000112,South Asia,2023-10-19,2023-10-20,6,On-time,1,0,1
BCH000092,East Asia,2023-11-16,2023-11-19,7,Delayed,3,1,0
BCH000639,East Asia,2023-10-25,2023-10-29,7,Delayed,4,1,0
BCH000672,Central America,2023-11-13,2023-11-13,3,On-time,0,0,1
BCH000038,Western Europe,2023-08-25,2023-08-31,7,Delayed,6,1,0
BCH000270,North America,2023-09-07,2023-09-09,3,Delayed,2,1,0
BCH000755,Central America,2023-07-10,2023-07-13,4,Delayed,3,1,0
BCH000108,Western Europe,2023-10-14,2023-10-14,4,On-time,0,0,1
BCH000351,Central America,2023-09-13,2023-09-13,3,On-time,0,0,1
BCH000304,North America,2023-08-13,2023-08-14,2,On-time,1,0,1
BCH000597,North America,2023-12-25,2023-12-25,2,On-time,0,0,1
BCH000245,South Asia,2023-10-22,2023-10-23,6,On-time,1,0,1
BCH000013,Central America,2023-09-25,2023-09-27,5,Delayed,2,1,0
BCH000660,Central America,2023-11-30,2023-12-02,5,Delayed,2,1,0
BCH000643,Western Europe,2023-07-24,2023-07-26,4,Delayed,2,1,0
BCH000660,North America,2023-11-29,2023-11-30,3,On-time,1,0,1
BCH000309,Eastern Europe,2023-11-15,2023-11-19,5,Delayed,4,1,0
BCH000400,South Asia,2023-09-12,2023-09-21,8,Delayed,9,1,0
BCH000504,Western Europe,2023-07-30,2023-07-30,4,On-time,0,0,1
BCH000030,Central America,2023-09-23,2023-09-24,4,On-time,1,0,1
BCH000131,Central America,2023-08-05,2023-08-05,3,On-time,0,0,1
BCH000184,North America,2023-08-16,2023-08-18,4,Delayed,2,1,0
BCH000678,Western Europe,2023-12-11,2023-12-11,4,On-time,0,0,1
BCH000546,Central America,2023-09-09,2023-09-10,3,On-time,1,0,1
BCH000612,Eastern Europe,2023-11-23,2023-11-27,5,Delayed,4,1,0
BCH000703,Eastern Europe,2023-12-31,2023-12-31,5,On-time,0,0,1
BCH000117,East Asia,2023-11-01,2023-11-06,7,Delayed,5,1,0
BCH000482,Western Europe,2023-09-01,2023-09-02,5,On-time,1,0,1
BCH000219,South America,2023-10-23,2023-11-02,6,Delayed,10,1,0
BCH000470,North America,2023-10-23,2023-10-24,2,On-time,1,0,1
BCH000629,Eastern Europe,2023-07-16,2023-07-20,9,Delayed,4,1,0
BCH000424,Western Europe,2023-08-30,2023-09-01,4,Delayed,2,1,0
BCH000645,Central America,2023-11-16,2023-11-17,4,On-time,1,0,1
BCH000012,East Asia,2023-11-06,2023-11-06,7,On-time,0,0,1
BCH000094,Eastern Europe,2023-09-06,2023-09-06,5,On-time,0,0,1
BCH000246,East Asia,2023-07-12,2023-07-12,7,On-time,0,0,1
BCH000193,South Asia,2023-10-15,2023-10-15,6,On-time,0,0,1
BCH000537,South America,2023-10-24,2023-10-24,3,On-time,0,0,1
BCH000784,Central America,2023-07-14,2023-07-21,4,Delayed,7,1,0
BCH000142,Eastern Europe,2023-08-30,2023-09-03,8,Delayed,4,1,0
BCH000085,North America,2023-10-03,2023-10-03,2,On-time,0,0,1
BCH000502,Western Europe,2023-11-12,2023-11-12,4,On-time,0,0,1
BCH000454,Eastern Europe,2023-07-21,2023-07-23,5,Delayed,2,1,0
BCH000135,Central America,2023-08-24,2023-08-25,4,On-time,1,0,1
BCH000230,Western Europe,2023-09-13,2023-09-13,4,On-time,0,0,1
BCH000615,South Asia,2024-01-03,2024-01-05,6,Delayed,2,1,0
BCH000581,East Asia,2023-12-23,2023-12-27,11,Delayed,4,1,0
BCH000760,Eastern Europe,2023-07-19,2023-07-24,5,Delayed,5,1,0
BCH000560,North America,2023-08-14,2023-08-15,2,On-time,1,0,1
BCH000542,Central America,2023-07-31,2023-08-02,3,Delayed,2,1,0
BCH000386,East Asia,2023-12-11,2023-12-11,7,On-time,0,0,1
BCH000283,East Asia,2023-11-17,2023-11-24,7,Delayed,7,1,0
BCH000034,North America,2023-07-08,2023-07-12,4,Delayed,4,1,0
BCH000742,North America,2023-07-21,2023-07-24,5,Delayed,3,1,0
BCH000119,North America,2023-07-26,2023-07-27,3,On-time,1,0,1
BCH000604,Central America,2023-12-28,2023-12-29,3,On-time,1,0,1
BCH000129,Eastern Europe,2023-10-01,2023-10-02,6,On-time,1,0,1
BCH000011,North America,2023-10-12,2023-10-14,2,Delayed,2,1,0
BCH000381,South America,2023-11-03,2023-11-03,3,On-time,0,0,1
BCH000037,Western Europe,2023-11-15,2023-11-17,5,Delayed,2,1,0
BCH000142,South America,2023-08-28,2023-08-29,3,On-time,1,0,1
BCH000687,Western Europe,2023-08-23,2023-08-24,5,On-time,1,0,1
BCH000385,Western Europe,2023-08-16,2023-08-17,4,On-time,1,0,1
BCH000556,South Asia,2023-11-08,2023-11-08,6,On-time,0,0,1
BCH000560,Eastern Europe,2023-08-17,2023-08-18,5,On-time,1,0,1
BCH000358,North America,2023-11-18,2023-11-24,2,Delayed,6,1,0
BCH000215,East Asia,2023-10-18,2023-10-18,7,On-time,0,0,1
BCH000586,Western Europe,2023-12-27,2023-12-28,4,On-time,1,0,1
BCH000535,South America,2023-11-21,2023-11-22,3,On-time,1,0,1
BCH000168,Eastern Europe,2023-09-06,2023-09-06,5,On-time,0,0,1
BCH000020,South America,2023-08-26,2023-08-27,4,On-time,1,0,1
BCH000658,Eastern Europe,2023-12-02,2023-12-02,5,On-time,0,0,1
BCH000328,South America,2023-12-19,2023-12-21,3,Delayed,2,1,0
BCH000777,North America,2023-10-17,2023-10-21,6,Delayed,4,1,0
BCH000278,Eastern Europe,2023-07-21,2023-07-24,8,Delayed,3,1,0
BCH000172,Western Europe,2023-11-15,2023-11-17,4,Delayed,2,1,0
BCH000029,South America,2023-11-21,2023-11-21,3,On-time,0,0,1
BCH000506,Central America,2023-12-22,2023-12-23,4,On-time,1,0,1
BCH000785,Western Europe,2023-07-07,2023-07-11,5,Delayed,4,1,0
BCH000284,Western Europe,2023-07-06,2023-07-09,7,Delayed,3,1,0
BCH000350,South Asia,2023-12-11,2023-12-11,6,On-time,0,0,1
BCH000786,East Asia,2023-11-05,2023-11-06,8,On-time,1,0,1
BCH000520,North America,2023-10-21,2023-10-22,2,On-time,1,0,1
BCH000696,North America,2023-12-30,2023-12-30,2,On-time,0,0,1
BCH000575,North America,2023-07-30,2023-07-31,3,On-time,1,0,1
BCH000696,Western Europe,2024-01-01,2024-01-01,4,On-time,0,0,1
BCH000144,South Asia,2023-07-20,2023-07-20,6,On-time,0,0,1
BCH000699,Eastern Europe,2023-11-21,2023-11-29,8,Delayed,8,1,0
BCH000706,Western Europe,2023-11-28,2023-11-28,4,On-time,0,0,1
BCH000375,East Asia,2023-08-19,2023-08-23,8,Delayed,4,1,0
BCH000787,South America,2023-10-23,2023-10-26,4,Delayed,3,1,0
BCH000680,Eastern Europe,2023-07-08,2023-07-16,5,Delayed,8,1,0
BCH000432,South Asia,2024-01-03,2024-01-14,9,Delayed,11,1,0
BCH000121,South Asia,2023-12-10,2023-12-11,6,On-time,1,0,1
BCH000514,Eastern Europe,2023-07-07,2023-07-07,5,On-time,0,0,1
BCH000122,South Asia,2023-09-11,2023-09-13,8,Delayed,2,1,0
BCH000536,South Asia,2023-10-15,2023-10-15,6,On-time,0,0,1
BCH000573,Western Europe,2023-12-22,2023-12-24,5,Delayed,2,1,0
BCH000115,East Asia,2023-10-24,2023-10-24,7,On-time,0,0,1
BCH000557,North America,2023-11-13,2023-11-14,3,On-time,1,0,1
BCH000725,East Asia,2023-12-16,2023-12-17,8,On-time,1,0,1
BCH000613,Western Europe,2023-09-30,2023-09-30,4,On-time,0,0,1
BCH000082,East Asia,2023-10-30,2023-10-30,7,On-time,0,0,1
BCH000169,South America,2023-12-15,2023-12-17,3,Delayed,2,1,0
BCH000562,Central America,2023-10-18,2023-10-18,3,On-time,0,0,1
BCH000076,North America,2023-12-03,2023-12-07,6,Delayed,4,1,0
BCH000318,Eastern Europe,2023-12-02,2023-12-06,8,Delayed,4,1,0
BCH000316,Western Europe,2023-08-03,2023-08-07,5,Delayed,4,1,0
BCH000691,East Asia,2023-08-06,2023-08-09,10,Delayed,3,1,0
BCH000437,East Asia,2023-11-23,2023-11-27,7,Delayed,4,1,0
BCH000635,South America,2023-11-06,2023-11-12,7,Delayed,6,1,0
BCH000508,North America,2023-10-21,2023-10-23,2,Delayed,2,1,0
BCH000088,South America,2023-12-06,2023-12-10,4,Delayed,4,1,0
BCH000040,Western Europe,2023-08-11,2023-08-11,4,On-time,0,0,1
BCH000114,South America,2023-09-16,2023-09-18,3,Delayed,2,1,0
BCH000307,North America,2023-08-13,2023-08-13,2,On-time,0,0,1
BCH000773,South Asia,2023-07-16,2023-07-16,6,On-time,0,0,1
BCH000155,Eastern Europe,2023-09-06,2023-09-13,5,Delayed,7,1,0
BCH000498,North America,2023-09-11,2023-09-12,3,On-time,1,0,1
BCH000690,East Asia,2023-08-13,2023-08-18,7,Delayed,5,1,0
BCH000618,Central America,2023-07-15,2023-07-15,3,On-time,0,0,1
BCH000005,Central America,2023-11-26,2023-11-26,3,On-time,0,0,1
BCH000659,East Asia,2023-10-30,2023-10-30,7,On-time,0,0,1
BCH000028,South America,2023-11-19,2023-11-21,3,Delayed,2,1,0
BCH000339,North America,2023-12-14,2023-12-15,3,On-time,1,0,1
BCH000492,South Asia,2023-11-07,2023-11-07,6,On-time,0,0,1
BCH000192,Central America,2023-08-05,2023-08-07,5,Delayed,2,1,0
BCH000232,South Asia,2023-11-23,2023-11-23,6,On-time,0,0,1
BCH000606,South Asia,2023-07-25,2023-08-02,10,Delayed,8,1,0
BCH000425,Western Europe,2023-12-22,2023-12-23,4,On-time,1,0,1
BCH000468,East Asia,2023-08-05,2023-08-09,7,Delayed,4,1,0
BCH000579,Western Europe,2023-11-28,2023-11-30,4,Delayed,2,1,0
